Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2020-04-21,Shillong,,,,,0.0,,0.0,,,0.0,0.0,,32.55555555555556,
2020-04-22,Shillong,,,,,0.0,,0.0,,,0.0,0.0,,31.0,
2020-04-23,Shillong,,,,,0.0,,0.0,,,0.0,0.0,,29.444444444444443,
2020-04-24,Shillong,,,,,0.0,,0.0,,,0.0,0.0,,27.88888888888889,
2020-04-25,Shillong,,,,,0.0,,0.0,,,0.0,0.0,,26.333333333333336,
2020-04-26,Shillong,,,,,0.0,,0.0,,,0.0,0.0,,24.77777777777778,
2020-04-27,Shillong,,,,,0.0,,0.0,,,0.0,0.0,,23.22222222222222,
2020-04-28,Shillong,,,,,0.0,,0.0,,,0.0,0.0,,21.666666666666664,
2020-04-29,Shillong,,,,,0.0,,0.0,,,0.0,0.0,,20.111111111111107,
2020-04-30,Shillong,9.92,13.98,0.61,1.88,0.35,1.86,0.07,4.22,1.03,0.0,0.0,,18.555555555555557,
2020-05-01,Shillong,12.54,18.18,0.81,2.42,1.01,2.48,0.17,5.85,1.61,5.31,5.47,,17.0,Good
2020-05-02,Shillong,13.9,18.23,0.88,2.65,1.12,2.71,0.16,6.65,0.9,0.04,0.14,,24.0,Good
2020-05-03,Shillong,10.46,13.6,0.9,2.65,1.09,2.72,0.15,6.66,0.8,0.04,0.12,,19.0,Good
2020-05-04,Shillong,13.97,18.44,0.89,2.65,1.11,2.73,0.2,6.95,0.11,0.04,0.19,,20.0,Good
2020-05-05,Shillong,16.18,23.91,0.88,2.58,1.05,2.66,0.16,6.96,4.15,0.09,0.14,,27.0,Good
2020-05-06,Shillong,12.39,16.49,0.9,2.62,1.07,2.71,0.18,7.0,9.44,0.15,0.15,,22.0,Good
2020-05-07,Shillong,11.76,16.65,0.92,2.65,1.06,2.7,0.18,7.38,18.51,0.05,0.16,,39.0,Good
2020-05-08,Shillong,15.92,24.05,0.95,2.68,1.05,2.78,0.16,8.29,24.17,0.05,0.15,,56.0,Satisfactory
2020-05-09,Shillong,21.41,32.61,0.92,2.62,1.04,2.66,0.19,8.0,21.39,0.05,0.16,,42.0,Good
2020-05-10,Shillong,23.75,34.49,0.97,2.72,1.06,2.82,0.19,8.27,21.21,0.1,0.1,,57.0,Satisfactory
2020-05-11,Shillong,22.77,33.82,0.91,2.59,1.01,2.68,0.2,7.81,33.07,0.09,0.1,,75.0,Satisfactory
2020-05-12,Shillong,21.75,30.97,1.0,2.74,1.02,2.84,0.2,8.55,12.28,9.78,9.84,,37.0,Good
2020-05-13,Shillong,30.47,43.71,0.92,2.62,1.03,2.72,0.19,8.1,19.25,0.06,0.03,,48.0,Good
2020-05-14,Shillong,21.18,31.19,0.75,2.14,0.85,2.21,0.15,6.56,11.21,0.0,0.0,,41.0,Good
2020-05-15,Shillong,17.18,25.41,0.66,1.89,0.73,1.97,0.13,5.95,9.43,0.0,0.0,,31.0,Good
2020-05-16,Shillong,14.34,23.35,0.61,1.72,0.67,1.78,0.11,5.39,11.43,0.0,0.0,,25.0,Good
2020-05-17,Shillong,16.06,29.21,0.91,2.53,0.98,2.61,0.16,8.27,11.87,0.0,0.0,,30.0,Good
2020-05-18,Shillong,24.24,45.38,0.91,2.55,0.99,2.64,0.19,8.8,27.29,0.0,0.0,,52.0,Satisfactory
2020-05-19,Shillong,26.59,49.0,0.96,2.67,1.03,2.77,0.21,9.14,15.21,0.07,0.06,,47.0,Good
2020-05-20,Shillong,17.42,26.03,0.93,2.65,1.06,2.71,0.19,8.35,9.25,0.07,0.13,,40.0,Good
2020-05-21,Shillong,3.45,4.98,0.88,2.58,1.06,2.67,0.17,7.77,,98.96,99.01,,17.0,Good
2020-05-22,Shillong,8.58,12.38,0.99,2.84,1.14,2.91,0.22,8.62,1.45,205.43,205.43,,14.0,Good
2020-05-23,Shillong,24.57,40.46,0.95,2.66,1.04,2.8,0.19,8.76,14.18,0.02,0.08,,28.0,Good
2020-05-24,Shillong,16.11,24.92,0.94,2.66,1.03,2.75,0.16,8.68,5.76,0.0,0.02,,35.0,Good
2020-05-25,Shillong,11.5,19.73,0.97,2.74,1.06,2.83,0.14,8.54,8.87,0.0,0.0,,24.0,Good
2020-05-26,Shillong,7.42,11.94,0.97,2.69,1.05,2.76,0.14,8.65,7.42,0.0,0.05,,17.0,Good
2020-05-27,Shillong,8.61,13.44,0.97,2.69,1.04,2.74,0.16,8.37,19.84,0.01,0.08,,35.0,Good
2020-05-28,Shillong,12.87,19.67,0.93,2.66,1.05,2.73,0.24,8.49,5.3,0.03,0.19,,23.0,Good
2020-05-29,Shillong,11.74,15.88,1.0,2.8,1.09,2.88,0.18,8.98,3.65,0.02,0.24,,21.0,Good
2020-05-30,Shillong,12.82,20.52,0.97,2.75,1.07,2.81,0.17,8.61,3.28,0.0,0.12,,21.0,Good
2020-05-31,Shillong,12.93,20.92,0.99,2.84,1.14,2.94,0.17,9.09,6.03,0.0,0.08,,22.0,Good
2020-06-01,Shillong,16.52,28.89,0.97,2.78,1.12,2.9,0.16,9.14,11.35,63.67,63.69,,25.0,Good
2020-06-02,Shillong,19.38,31.27,0.97,2.73,1.06,2.81,0.15,9.47,16.35,0.11,0.27,,29.0,Good
2020-06-03,Shillong,19.65,27.54,0.96,2.65,1.02,2.74,0.17,9.84,12.45,0.23,0.45,,33.0,Good
2020-06-04,Shillong,20.5,28.99,0.98,2.73,1.07,2.84,0.18,10.76,11.24,0.26,0.54,,32.0,Good
2020-06-05,Shillong,12.72,18.14,0.99,2.75,1.06,2.85,0.15,10.76,1.17,0.14,0.64,,32.0,Good
2020-06-06,Shillong,13.5,17.99,1.0,2.73,1.04,2.79,0.16,10.49,1.83,0.19,0.58,,16.0,Good
2020-06-07,Shillong,17.94,25.5,1.05,2.88,1.09,2.93,0.18,11.33,5.11,0.26,0.67,,30.0,Good
2020-06-08,Shillong,23.76,32.93,0.97,2.71,1.05,2.76,0.21,10.7,5.94,0.43,1.09,,33.0,Good
2020-06-09,Shillong,24.94,33.44,0.98,2.73,1.06,2.84,0.25,10.96,0.01,0.5,1.22,,41.0,Good
2020-06-10,Shillong,9.99,14.39,0.95,2.62,1.0,2.73,0.17,10.71,,0.18,0.98,,33.0,Good
2020-06-11,Shillong,5.28,10.75,0.97,2.64,1.0,2.77,0.16,10.19,17.41,0.25,0.91,,20.0,Good
2020-06-12,Shillong,3.44,5.82,0.98,2.76,1.09,2.86,0.14,9.5,22.11,0.01,0.09,,29.0,Good
2020-06-13,Shillong,3.9,6.79,0.92,2.63,1.03,2.71,0.13,8.92,20.96,0.01,0.08,,34.0,Good
2020-06-14,Shillong,,,,,,,,,,,,,28.666666666666668,
2020-06-15,Shillong,3.11,9.63,0.88,2.49,0.99,2.56,0.13,9.3,15.82,25.22,25.26,,23.333333333333336,
2020-06-16,Shillong,4.38,10.06,0.9,2.41,0.87,2.5,0.12,9.22,14.21,0.02,0.16,,18.0,Good
2020-06-17,Shillong,3.87,5.38,1.09,3.06,1.18,3.17,0.14,11.18,26.65,0.01,0.11,,26.0,Good
2020-06-18,Shillong,4.56,6.79,1.1,3.09,1.2,6.2,0.15,11.29,31.77,0.01,0.08,,46.0,Good
2020-06-19,Shillong,10.64,15.77,1.09,3.03,1.16,3.13,0.2,11.89,33.9,0.01,0.1,,49.0,Good
2020-06-20,Shillong,14.8,23.66,1.11,3.03,1.13,3.12,0.22,13.84,29.12,0.02,0.1,,43.0,Good
2020-06-21,Shillong,5.35,9.42,1.09,2.92,1.07,3.04,0.14,12.33,25.35,0.01,0.06,,33.0,Good
2020-06-22,Shillong,8.14,12.93,1.08,2.94,1.1,3.07,0.15,12.47,35.8,0.01,0.07,,41.0,Good
2020-06-23,Shillong,9.65,20.87,1.06,2.97,1.15,3.09,0.13,12.67,42.14,0.01,0.03,,46.0,Good
2020-06-24,Shillong,10.21,15.34,1.13,3.07,1.14,3.2,0.14,10.89,29.17,0.01,0.03,,47.0,Good
2020-06-25,Shillong,9.62,16.37,1.08,2.95,1.11,3.03,0.13,5.46,10.18,0.01,0.02,,19.0,Good
2020-06-26,Shillong,6.33,8.76,1.08,3.01,1.17,3.09,0.12,4.94,11.83,0.01,0.03,,25.0,Good
2020-06-27,Shillong,9.41,9.77,0.99,2.89,1.16,2.93,0.16,4.76,24.97,0.01,0.05,,35.0,Good
2020-06-28,Shillong,13.55,20.53,1.07,3.1,1.25,3.17,0.17,5.0,34.91,0.01,0.04,,53.0,Satisfactory
2020-06-29,Shillong,9.53,13.4,1.07,3.05,1.22,3.14,0.18,5.33,10.85,0.02,0.13,,26.0,Good
2020-06-30,Shillong,14.74,20.8,1.01,2.85,1.12,2.96,0.2,5.05,6.2,0.02,0.14,,21.0,Good
2020-07-01,Shillong,16.7,29.4,0.97,2.7,1.04,2.66,0.1,4.29,17.71,0.0,0.02,,24.0,Good
